text,label
gets bogged down over 140 minutes .,0
The Santa Clause 2 is a barely adequate babysitter for older kids,0
takes its sweet time building to a climax that 's scarcely a surprise by the time,0
Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,0
slow and,0
intermittently wise,1
restrained and subtle,1
"Broomfield is energized by Volletta Wallace 's maternal fury , her fearlessness ,",1
as an actress in a role,0
the fans are often funny fanatics,1
"my indignant , preemptive departure",0
A bland animated sequel that,0
"really , really good",1
Boasting some of the most poorly staged and lit action in memory,0
", and yet at the end",1
faced,1
stands for Milder Is n't Better .,0
borderline insulting,0
"What might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .",0
with major pleasures from Portuguese master Manoel de Oliviera,1
To show these characters in the act and give them no feelings of remorse,0
an insult,0
For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York,1
Drop Dead Gorgeous,1
"too heady for children , and too preachy",0
in that greasy little vidgame pit in the theater lobby,0
in a hot sake half-sleep,0
", often incisive satire and unabashed sweetness",1
"A photographic marvel of sorts , and it",1
he has been able to share his story so compellingly with us is a minor miracle,1
genteel and,1
If you do n't,0
to engross even the most antsy youngsters,1
"a poignant and wryly amusing film about mothers , daughters and their relationships",1
is told as the truth,1
One of the worst movies of the year .,0
true light,1
is ironically muted by the very people who are intended to make it shine,0
nincompoop,0
manage to be spectacularly outrageous,1
glossy melodrama,0
unfunny wannabe,0
one of the saddest action hero performances ever witnessed,0
is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish,1
"Instead of trying to bust some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie this bad .",0
that manages to find greatness in the hue of its drastic iconography,1
", Impostor is as close as you can get to an imitation movie .",0
wastes,0
that never,0
be the year 's best and most unpredictable comedy,1
"X-Men - occasionally brilliant but mostly average ,",1
nonsensical and laughable plotting,0
that 's short on plot but rich in the tiny revelations of real life,1
through this summer that do not involve a dentist drill,0
Despite terrific special effects and funnier gags,1
"of freshness , imagination and insight",1
a film in which the talent is undeniable,1
with a few lingering animated thoughts,1
"you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you",1
a life interestingly lived,1
goofy way,1
"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much",1
"Spinning a web of dazzling entertainment may be overstating it , but `` Spider-Man '' certainly delivers the goods",1
ZigZag might have been richer and more observant if it were less densely plotted .,0
"a movie that is what it is : a pleasant distraction , a Friday night diversion , an excuse to eat popcorn",1
"on the whole , you 're gonna like this movie .",1
"some kid who ca n't act , only echoes of Jordan , and",0
Gambling and throwing a basketball game for money is n't a new plot,0
At times THE GUYS taps into some powerful emotions,1
a more fascinating look at the future than `` Bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen,1
"its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives",1
Heaven proves to be a good match of the sensibilities of two directors .,1
for the memorable character creations,1
"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .",1
"wasted in this crass , low-wattage endeavor",0
have reinvigorated the romance genre,1
gives the film its lingering tug,1
like bad cinema,0
Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...,0
just plain dull,0
The trappings of I Spy are so familiar you might as well be watching a rerun .,0
of the previous two,1
its parade of almost perpetually wasted characters,0
accompanied by the sketchiest of captions .,0
bad of a movie,0
good simmer,1
may require so much relationship maintenance that celibacy can start looking good,0
"is an extraordinary film , not least because it is Japanese and yet feels universal .",1
"Its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy .",1
squeeze the action and our emotions,1
who knows how to hold the screen,1
"important , original talent",1
"lack contrast , are murky and are frequently too dark to be decipherable .",0
"are very , very good reasons",1
sappy,0
they do n't fit well together and neither is well told,0
delivers more goodies,1
too concerned,0
a nice coffee table book,1
comatose ballerinas,0
do n't know whether to admire the film 's stately nature and call it classicism or be exasperated by a noticeable lack of pace,0
throwaway,0
loosely tied,0
impress,1
fake,0
", this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .",0
Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .,1
"a very distinctive sensibility ,",1
malnourished,0
back-stabbing,0
cute and,1
"Swims in mediocrity , sticking its head up for a breath of fresh air now and then .",0
the story and the somewhat predictable plot,0
a truly annoying pitch,0
A mischievous visual style,1
amusing for a good while,1
keep the story compelling,1
bringing off a superb performance in an admittedly middling film,1
"it 's so poorly made , on all levels , that it does n't even qualify as a spoof of such",0
of poverty,0
than to sit back and enjoy a couple of great actors hamming it up,1
"It 's a brilliant , honest performance by Nicholson ,",1
"highbrow , low-key , 102-minute infomercial",0
the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large,0
"balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching",1
it 's an unhappy situation all around .,0
mostly repetitive,0
a bad idea,0
"an astonishing voice cast -LRB- excepting Love Hewitt -RRB- ,",1
thoroughly involving,1
these days are about nothing,0
a cruelly funny twist on teen comedy,1
a pleasing verisimilitude,1
Too campy to work as straight drama,0
Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings,0
